TreeMVA
;;Stats;;;;;;Times;;;;;;;;Clique Tree;;;;;;;;;;;;;;;;;;;;;;;
n;e.d.;edges;;randoms;;total;;t_chordal;;t_convert_nx;;t_expand_cliques;;t_merge_cliques;;avg_size;;avg_weight;;height;;max_size;;max_weight;;min_size;;min_weight;;num;;num_edges;;sum_size;;sum_weight;;width;
;;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std
50;0,1;122;0,0;144;0,0;0,0008816628666212;0,00020159564047815749;0,0006570055961201;1,9383361583373202e-05;0,0006016691069114;7,103415879947068e-05;0,0003158720139716;0,0001427191330633684;0,0005657908526497;6,088463281918684e-05;3,1327992112584644;0,33089346065556197;1,0;0,0;3,6;0,5163977794943222;10,9;1,1972189997378648;1;0,0;2;0,0;1;0,0;23,5;3,8078865529319543;22,5;3,8078865529319543;72,5;3,8078865529319543;22,5;3,8078865529319543;8,6;2,0110804171997807
50;0,1;121,9;0,31622776601683794;144;0,0;0,0008713534158247;0,0001689465901210969;0,0007170188891668;9,389974966279872e-05;0,0006104765185189;0,00010179989600008571;0,0002971647986192;8,398308051646776e-05;0,0005741886172055;9,194286406504969e-05;3,1216491708139307;0,258760572859625;1,0;0,0;4,7;1,4944341180973264;10,1;1,3703203194062976;1;0,0;2;0,0;1;0,0;23,4;2,7968235951204043;22,4;2,7968235951204043;72,4;2,796823595120404;22,4;2,7968235951204043;7,2;2,440400695696417
50;0,33;399,8;4,638007234913623;144;0,0;0,0009583692770173;0,00023627436906518387;0,0010822875101004;0,00020929395662002006;0,0009688152768308;7,528346065996553e-05;0,0002667143677899;2,149596155080353e-05;0,0006916549092274001;0,0002360693335461577;6,677954545454545;1,7091281127548432;1,0;0,0;1,9;0,5676462121975467;24,9;2,5582111805799856;1;0,0;2;0,0;1;0,0;9,2;2,2010098692292237;8,2;2,2010098692292237;58,2;2,2010098692292237;8,2;2,2010098692292237;6,4;2,3190036174568114
50;0,5;599;8,881941729649485;144;0,0;0,0009563210417599;0,00012700885644705348;0,0012746850752948;0,000188346781512079;0,0014157060727784999;0,00024413658366542214;0,0002815982106616;5,6373334215169554e-05;0,0006747228310983;0,00010322833885980124;12,89611111111111;3,708288874750836;1,0;0,0;1,3;0,48304589153964794;31,9;2,4698178070456938;1;0,0;3,3;2,359378449224852;1;0,0;4,6;1,837873166945363;3,6;1,837873166945363;53,6;1,837873166945363;3,6;1,837873166945363;3,2;2,043961295567452
50;0,75;870,3;81,84816566192686;144;0,0;0,0009696345709339;9,62345284104732e-05;0,0016304294022805;0,00035236274233890774;0,0017136901655008;0,00021971341994621524;0,0002884939360289;7,67302156770927e-05;0,0006811406349051001;7,75866771264156e-05;16,073333333333334;6,079814811994535;1,0;0,0;1,1;0,31622776601683794;41,1;3,956710193526379;1;0,0;5,1;6,026792034094276;1;0,0;3,8;1,6193277068654826;2,8;1,6193277068654826;52,8;1,6193277068654826;2,8;1,6193277068654826;2,7;1,70293863659264
50;0,99;1073,6;154,61795209842586;144;0,0;0,0010078341584876;0,00024163046682074417;0,0018711653195537;0,00040503311712325376;0,0020145417875837;0,0002491889168125953;0,0002891084066061;7,328120870029877e-05;0,0007187257518817;0,0002419996246422489;25,5;0,0;1,0;0,0;1;0,0;46,3;4,24394994210713;1;0,0;4,7;4,24394994210713;1;0,0;2;0,0;1;0,0;51;0,0;1;0,0;1;0,0
100;0,1;494,9;0,31622776601683794;275,1;12,404748194855781;0,0015800428149444;0,0001349508841073755;0,001625240539628;8,752483256949502e-05;0,0015401022274217;0,00024371695218048262;0,0005283422846902;4,284434705219607e-05;0,001051700530254;0,0001200893854922263;3,9866748084366903;0,3292451840264349;1,0;0,0;3,7;0,6749485577105528;22,7;3,093002855909879;1;0,0;2;0,0;1;0,0;33,5;3,5668224265054493;32,5;3,5668224265054493;132,5;3,5668224265054493;32,5;3,5668224265054493;12,2;3,823901439919996
100;0,33;1625,2;7,671013260609347;294;0,0;0,0017987602031986;3,3250223087492e-05;0,0036517986407228;0,0008347798832897405;0,0055233394700737;0,0029027383704769956;0,0005473567353314;3,178502456305582e-05;0,0012514034678671;2,28160155542675e-05;8,400924908424908;1,8362919310552763;1,0;0,0;2,1;0,31622776601683794;51;4,268749491621899;1;0,0;2;0,0;1;0,0;14,4;4,880801391392834;13,4;4,880801391392834;113,4;4,880801391392834;13,4;4,880801391392834;10,1;4,175324338699131
