INCR_k_1_rev_2
;;Stats;;;;;;;;;;Times;;;;Clique Tree;;;;;;;;;;;;;;;;;;;;;;;;;
n;e.d.;actual_edge_density;;edges;;loops%;;randoms;;total;;t_expand_cliques;;t_split_edges;;num;;num_edges;;max_clique_edge_distribution;;min_size;;max_size;;avg_size;;sum_size;;min_weight;;max_weight;;avg_weight;;sum_weight;;width;;height;
;;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std
50;0,1;0,101224489795918;0,0;124;0,0;0,285714285714286;0,0;139;0,0;0,0015303720650943;0,0007208677339027534;0,0005660977014378;0,0004973056864475718;0,0009642743636562;0,0005744610022856237;22;0,0;21;0,0;0,22580645161290322;0,0;2;0,0;8;0,0;3,5454545454545454;0,0;78;0,0;1;0,0;4;0,0;1,3333333333333333;0,0;28;0,0;3;0,0;5;0,0
50;0,33;0,33469387755102;0,0;410;0,0;0,160791589363018;0,0;188;0,0;0,0018141207290485;0,000916254229058547;0,000336558960289;0,00011166063350318375;0,0014775617687593;0,0008944377249691413;11;0,0;10;0,0;0,4634146341463415;0,0;3;0,0;20;0,0;8,818181818181818;0,0;97;0,0;1;0,0;13;0,0;4,7;0,0;47;0,0;2;0,0;2;0,0
50;0,5;0,514285714285714;0,0;630;0,0;0,124081632653061;0,0;208;0,0;0,0021811983738389;0,0009197768715932611;0,00029655012557380003;4,531760807950408e-05;0,001884648248265;0,0009118864840839044;9;0,0;8;0,0;0,6;0,0;3;0,0;28;0,0;14,666666666666666;0,0;132;0,0;1;0,0;23;0,0;10,25;0,0;82;0,0;2;0,0;2;0,0
50;0,75;0,756734693877551;0,0;927;0,0;0,101224489795918;0,0;239;0,0;0,0025570834242237;0,0009405321858807144;0,00029723287019349997;3,127323553507399e-05;0,0022598505540303;0,0009406353400574648;6;0,0;5;0,0;0,6796116504854369;0,0;3;0,0;36;0,0;20,166666666666668;0,0;121;0,0;1;0,0;27;0,0;14,2;0,0;71;0,0;1;0,0;2;0,0
50;0,99;0,99265306122449;0,0;1216;0,0;0,089878375592661;0,0;267;0,0;0,0039587239912703;0,004708712084456043;0,0003088736659597;6,161784377368852e-05;0,0036498503253108;0,004679138486115222;2;0,0;1;0,0;0,9671052631578947;0,0;41;0,0;49;0,0;45,0;0,0;90;0,0;40;0,0;40;0,0;40,0;0,0;40;0,0;1;0,0;1;0,0
100;0,1;0,112727272727273;0,0;558;0,0;0,147474747474747;0,0;281;0,0;0,0051898490895431;0,009892195922577661;0,0038308800612285;0,00994883107061775;0,0013589690283145;0,00016992040427977288;38;0,0;37;0,0;0,6290322580645161;0,0;2;0,0;27;0,0;4,131578947368421;0,0;157;0,0;1;0,0;5;0,0;1,5405405405405406;0,0;57;0,0;3;0,0;3;0,0
100;0,33;0,348686868686869;0,0;1726;0,0;0,069788797061524;0,0;340;0,0;0,0038866602966594;0,002413972531860534;0,0007338821917331;0,0002850044613333591;0,0031527781049262;0,002432866120904115;15;0,0;14;0,0;0,7983777520278099;0,0;2;0,0;53;0,0;10,066666666666666;0,0;151;0,0;1;0,0;9;0,0;3,642857142857143;0,0;51;0,0;2;0,0;2;0,0
100;0,5;0,513333333333333;0,0;2541;0,0;0,04969696969697;0,0;355;0,0;0,0041075281811376;0,001759146745146022;0,0011167995117011;0,0012226499226564028;0,0029907286694365;0,0015637545224715238;12;0,0;11;0,0;0,8964974419519874;0,0;2;0,0;68;0,0;13,166666666666666;0,0;158;0,0;1;0,0;13;0,0;5,2727272727272725;0,0;58;0,0;2;0,0;1;0,0
100;0,75;0,75050505050505;0,0;3715;0,0;0,038249158249158;0,0;389;0,0;0,0055797986790941;0,003544620455968507;0,0014966786181112;0,002220732725342977;0,0040831200609827995;0,0025805022449377365;8;0,0;7;0,0;0,9383580080753702;0,0;9;0,0;84;0,0;23,625;0,0;189;0,0;7;0,0;18;0,0;12,714285714285714;0,0;89;0,0;1;0,0;1;0,0
