SortMinSepMVA
;;Stats;;;;;;Times;;;;Clique Tree;;;;;;;;;;;;;;;;;;;;;;;
n;e.d.;edges;;randoms;;total;;t_expand_cliques;;t_merge_cliques;;avg_size;;avg_weight;;height;;max_size;;max_weight;;min_size;;min_weight;;num;;num_edges;;sum_size;;sum_weight;;width;
;;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std
50;0,1;121,9;0,31622776601683794;146,7;9,080504146552412;0,0010632730594592;0,0008999366725376603;0,0006121833812336;0,0006339201629516115;0,0004510896782256;0,0002791686410352709;3,2692515029727307;0,30177243452175706;0,5582999237604501;0,2920146845920516;3,8;0,7888106377466155;10,9;1,449137674618944;2,2;0,9189365834726815;1;0,0;0;0,0;18,7;3,093002855909879;17,7;3,093002855909879;60,5;7,137537701787952;10,5;7,137537701787952;6,8;1,3984117975602022
50;0,33;399,1;5,087020520675907;146;12,596295751794122;0,0017286081456266;0,0012777459218671922;0,0010708173926581;0,0011068930852750163;0,0006577907529688;0,00032190642216716614;7,387896825396825;2,2102917828816384;0,5968481518481519;0,49983719612907535;2,4;0,5163977794943222;24,6;2,065591117977289;1,7;1,2516655570345725;1,6;1,577621275493231;0;0,0;8,1;2,960855732160327;7,1;2,960855732160327;54,2;3,489667287547307;4,2;3,4896672875473067;4,7;2,406010991015812
50;0,5;586,2;45,47966578593119;146,8;9,223159256278006;0,0007859078683298;5,160758058166825e-05;0,0003690237189056;2,8232974646082594e-05;0,0004168841494243;3,435006260979985e-05;14,040000000000001;3,995454207094314;0,665;0,6280702366950867;1,4;0,5163977794943222;30,9;2,7264140062238043;1,6;1,349897115421106;3,4;3,204163957519444;0,1;0,31622776601683794;4,1;1,5238839267549948;3,1;1,5238839267549948;52,2;2,043961295567452;2,2;2,043961295567452;2,7;1,766981104093143
50;0,75;856,2;82,63547798749774;152,1;12,97390543445659;0,0010720463338126;0,0006720991505895675;0,0005787971465351;0,0006181321043550527;0,0004932491872773;0,00012652769131871498;17,37;7,271565626924278;1,0083333333333333;0,7841504800155656;1,1;0,31622776601683794;40,5;3,9510898637098992;1,4;0,8432740427115678;6,9;7,264066813202276;0,7;0,9486832980505138;3,5;1,35400640077266;2,5;1,35400640077266;52,1;1,5238839267549948;2,1;1,5238839267549948;2,3;1,2516655570345725
100;0,1;493,7;1,3374935098492586;286,7;14,322088612427386;0,0024105339373805;0,001437657419155313;0,001007868295742;0,00035866211631606793;0,0014026656416387;0,0013676146957459505;4,69252218748993;0,48946032868235284;0,5392944761385541;0,23956100656464865;3,9;0,5676462121975467;21,8;2,573367875415838;2,2;0,7888106377466155;1;0,0;0;0,0;24,4;3,6575644598253874;23,4;3,6575644598253874;113;6,847546194724712;13;6,847546194724712;8;2,6666666666666665
100;0,33;1609,3;45,920341655717;296,6;9,287985070329661;0,0028058092048375;0,002056475477424336;0,0015016295418336999;0,0015055182699551329;0,0013041796630038;0,0006848256197089638;12,761935531788474;5,21046130049388;0,6624639249639249;0,3305848487380875;1,9;0,31622776601683794;49,5;5,681353516353104;1,8;0,7888106377466155;2,3;1,70293863659264;0,1;0,31622776601683794;9,5;3,7490739597339973;8,5;3,7490739597339973;104,9;2,1317702607092643;4,9;2,1317702607092643;6,5;4,222953153106642
100;0,5;2432,7;40,014025318908146;299;15,909466085042299;0,002309043880368;0,0007625044464074535;0,0010635802947479;0,0005167114766720247;0,0012454635856202;0,0004819159465133632;21,629191176470588;11,685583345365165;0,40271825396825395;0,38030255388491885;1,6;0,5163977794943222;63,7;5,207899981971834;1;1,0540925533894598;2,3;1,636391694484477;0,1;0,31622776601683794;7,2;5,4528280124476085;6,2;5,4528280124476085;103,2;3,8528488738133038;3,2;3,852848873813304;5,4;5,358275012642698
100;0,75;3453,6;386,119497910513;302,7;19,431074768696316;0,0023298676054867;0,0007145038141398953;0,0009699418062226;0,00027534394665974007;0,001359925799264;0,0004852074581004329;28,95920634920635;15,773689419528777;0,969047619047619;0,590275610240118;1;0,0;80,9;9,631545393480044;2;1,4142135623730951;10,8;15,19356588969306;0,4;0,6992058987801011;4,7;2,5407785333546005;3,7;2,5407785333546005;103,4;3,1340424729448424;3,4;3,134042472944842;3,7;2,5407785333546005
