SortMinSepMVA
;;Stats;;;;;;Times;;;;Clique Tree;;;;;;;;;;;;;;;;;;;;;;;
n;e.d.;edges;;randoms;;total;;t_expand_cliques;;t_merge_cliques;;avg_size;;avg_weight;;height;;max_size;;max_weight;;min_size;;min_weight;;num;;num_edges;;sum_size;;sum_weight;;width;
;;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std
500;0,1;12474,8;0,4216370213557839;1487,8;44,61638961438075;0,0135847496595662;0,006660816772915341;0,0060358420687722;0,002985066708666125;0,0075489075907941;0,005381904172698142;7,1101317545416105;1,6804605585433454;0,6504287043793805;0,14480318342112755;4,6;0,5163977794943222;124,8;20,109699152399074;3,7;1,2516655570345725;1;0,0;0;0,0;81,3;17,062304129929878;80,3;17,062304129929878;553;19,80460103668393;53;19,80460103668393;28,6;10,585104838613761
500;0,33;41152,3;16,316658154577283;1547,3;44,49481867463771;0,0106553635941886;0,0020207094837777274;0,0048383071881793;0,0009032942893023942;0,0058170564060093;0,0014861886339666993;16,153537489522456;6,301624733629606;0,6717331075805233;0,1831179899745647;2,5;0,8498365855987975;268,2;17,76888666555486;3,1;1,1972189997378648;1;0,0;0;0,0;37,4;15,019986684414869;36,4;15,019986684414869;525,5;14,975906576156843;25,5;14,975906576156843;27,1;10,181137242742363
500;0,5;61411,4;2592,6889173640216;1570,2;30,803318724521297;0,0111265601151927;0,0024218113947224095;0,0048122263258995;0,00093093856598175;0,0063143337892932;0,0017836184550309895;59,35086478738653;59,79622896238031;0,7668875951634573;0,22836351896732496;1,8;0,7888106377466155;332,1;28,4075498571927;2,6;1,6465452046971292;9,5;23,791922065179087;0,1;0,31622776601683794;19,6;16,26311436622423;18,6;16,26311436622423;515,3;15,377111417803915;15,3;15,377111417803915;16;14,391355429948602
500;0,75;90391,3;5879,145176903791;1514,9;41,91380043215679;0,0101405737994525;0,0011601153997607449;0,0046955110534722;0,0007641397597492454;0,0054450627459804;0,0008629155189443686;108,78859487734488;99,96620727758635;0,5489285714285714;0,32895674152218696;1;0,0;420,1;21,314835730594364;1,6;1,07496769977314;32,6;51,63590482083825;0,1;0,31622776601683794;9,9;7,593125545883958;8,9;7,593125545883958;505,4;4,9035134795822115;5,4;4,9035134795822115;8,9;7,593125545883958
1000;0,1;49949,8;0,4216370213557839;3005;74,37144015757065;0,0297782341549373;0,012960284241765955;0,0122296372131574;0,003077768744113588;0,01754859694178;0,014183136124822226;7,3836319039730505;1,2202199753871212;0,725056198198699;0,11837625132350754;5,1;1,1972189997378648;270,2;30,308781272466604;4,1;1,1972189997378648;1;0,0;0;0,0;154,9;29,864322824697997;153,9;29,864322824697997;1111,3;26,95283947111242;111,3;26,95283947111242;53,4;15,45027867422174
1000;0,33;164789,5;136,8853940751573;3088,5;67,88102336686839;0,0250191253967177;0,0056593987193917904;0,010861757433643201;0,002808726590114647;0,0141573679630746;0,0048820744338784324;35,65747692379831;48,32007878100119;0,6820334629381728;0,1587760863355213;2,9;0,7378647873726218;544,8;29,393120888322755;3,1;0,7378647873726218;1,6;1,8973665961010278;0;0,0;60,6;35,81185402752682;59,6;35,81185402752682;1039,5;25,21573582771943;39,5;25,21573582771943;42,2;28,529906336256268
1000;0,5;248667,5;3085,034890852578;3117,6;78,93063058435834;0,023634006303785402;0,004464641765338863;0,0114866740107279;0,0030923661458033833;0,012147332293057301;0,0024140876381118334;106,90970606424388;121,11834310317707;0,6349392654424701;0,3365104658888471;1,9;0,5676462121975467;666,3;56,338362694624976;2,5;1,509230856356236;5,3;13,250157231771505;0;0,0;27,5;21,03568396796263;26,5;21,03568396796263;1020,7;19,98360439071101;20,7;19,98360439071101;24,3;20,40724272300292
1000;0,75;367194,1;21222,142605464385;3121;80,91696704372671;0,02366346675424;0,003604485734414357;0,011117172370262;0,0028711565586069516;0,0125462943839779;0,0017049308657067536;137,6489029709167;192,80023660441682;0,7196910673451153;0,28718340238044887;1,2;0,4216370213557839;850;39,34180699685486;2,2;1,1352924243950935;42,3;90,77940295022874;0,2;0,42163702135578396;21,8;14,665151436881471;20,8;14,665151436881471;1014;9,921917377424812;14;9,921917377424812;20,5;14,592616093231689
2500;0,1;312375;0,0;7508,2;150,55881095291485;0,0619772775607976;0,012247379455699366;0,0329626596471369;0,01224312094388281;0,0290146179136608;0,005350638448558917;9,238093777453901;1,9039408417673587;0,6993246995471455;0,0642558405491787;5,4;0,699205898780101;676,8;79,22373381758777;4,3;0,48304589153964794;1;0,0;0;0,0;308,1;77,8437894475568;307,1;77,8437894475568;2716,1;62,62844579120755;216,1;62,62844579120755;103,6;45,61237648806395
2500;0,33;1030835,4;2,6331223544175333;7789,5;100,69784285452968;0,0587265233835073;0,009504197979138129;0,0249800382405522;0,004355289575747717;0,033746485142954905;0,007575281217257064;20,395835862218757;6,228806226886806;0,7366803670341613;0,10933854994016289;3,4;0,699205898780101;1384,1;41,121635289575835;4,3;0,9486832980505138;1;0,0;0;0,0;138,1;39,9122648929986;137,1;39,9122648929986;2600,5;29,413715621571285;100,5;29,413715621571285;90,8;29,01264092311028
2500;0,5;1559649;6783,94016941646;7744,4;112,67080860236653;0,0628434421139701;0,005394389444482454;0,0285061435109688;0,0036074437521166737;0,034337298603001;0,004758182683283425;132,90731652555522;249,01801629410167;0,6713379213379214;0,1659464982711387;2,6;0,699205898780101;1694,6;117,9926551386427;2,9;0,7378647873726218;4,4;10,75174404457249;0,1;0,31622776601683794;64,8;48,93714789854885;63,8;48,93714789854885;2540,3;29,977954863161994;40,3;29,977954863161994;51,8;40,007777021751934
2500;0,75;2246877,8;179378,97497309992;7754,7;111,92462741605273;0,0609652445200318;0,008650686138779862;0,0261051680047902;0,007346125308339403;0,0348600765152418;0,0055216766174551145;477,7928883902914;543,8890119320869;0,336954385753629;0,28581785514979835;1,3;0,48304589153964794;2083,5;135,73360347058906;1,6;1,4298407059684812;175,1;289,82579058615346;0;0,0;21,3;20,127648203956223;20,3;20,127648203956223;2511,7;13,984515246037907;11,7;13,984515246037907;19,9;19,795903055374307
5000;0,1;1249750;0,0;15073,4;206,75331516890688;0,1343218344268066;0,020152439110743544;0,0612696805538157;0,011566147063034044;0,0730521538729911;0,012817674131385515;9,120955688434115;1,6833573825720327;0,7314144885200922;0,04736966008586445;5,5;0,5270462766947299;1389,3;164,99969696941872;5,2;0,6324555320336759;1;0,0;0;0,0;618,3;127,04596718423524;617,3;127,04596718423524;5450,1;88,20991377894488;450,1;88,20991377894488;205,1;66,70740422005474
5000;0,33;4124173,5;2,6770630673681683;15415,9;204,6690825047431;0,142370067636142;0,02294393249721592;0,0658761957853463;0,019554598206309025;0,0764938718507956;0,010161624931433915;23,996868703959336;11,00000747138933;0,710245711012464;0,096560755746583;3,4;0,5163977794943222;2737,4;187,57765799203747;4,4;0,5163977794943222;1;0,0;0;0,0;251,3;93,09499330134666;250,3;93,09499330134666;5174,7;62,52119640569909;174,7;62,52119640569909;157;63,49978127696364
5000;0,5;6248746,3;7,775317071062475;15479,3;187,15474880429832;0,1330047167444258;0,01301802726908634;0,0561689261546328;0,006840854662980222;0,0768357905897928;0,011305470069297741;30,04116086368579;5,61848286571041;0,6679240587301829;0,08894103519201692;2,8;0,6324555320336759;3510,8;15,024424559141469;3,7;0,6749485577105528;1;0,0;0;0,0;176,4;36,45148983390269;175,4;36,45148983390269;5117,4;29,462593987027763;117,4;29,462593987027763;143,5;26,273137950724077
5000;0,75;8897814,6;1037331,9313712891;15586,3;191,7956377675641;0,1243648849181949;0,012986819625937505;0,0540762441919729;0,00620039860099529;0,0702886407262222;0,010414651896346145;580,8339304137984;1013,3912424463745;0,7054913202300862;0,30903420684024074;1,6;0,5163977794943222;4109,7;469,9319217834761;3,2;1,7511900715418263;344,3;744,7376943148059;0,1;0,31622776601683794;55,1;42,44853092602591;54,1;42,44853092602591;5041,6;33,668976818430345;41,6;33,668976818430345;52,6;41,876007450567684
10000;0,1;4999500;0,0;30078;560,7665388654276;0,245828376319534;0,025003197701890214;0,112323105015412;0,013858034642026274;0,13350527130412201;0,018810530075895896;10,239414755987884;3,102453940650481;0,7132269311021318;0,03398285363608255;6,3;0,9486832980505138;2930,4;329,3121450673948;5,4;0,5163977794943222;1;0,0;0;0,0;1145,6;343,3906748232333;1144,6;343,3906748232333;10810,2;221,4867941887281;810,2;221,4867941887281;411,8;165,16913889841663
10000;0,33;16498349,5;0,7071067811865476;30877,1;320,16955577388126;0,2611086892625711;0,01451568562811068;0,1118360688084156;0,009585343272839332;0,1492726204541554;0,011062389573294792;25,036155041610247;8,215791397816535;0,6988256719060287;0,0470246999967643;3,8;0,7888106377466155;5365,3;524,2086204725917;4,3;0,6749485577105528;1;0,0;0;0,0;453,6;147,06854033257946;452,6;147,06854033257946;10315,6;103,92326228734568;315,6;103,92326228734568;272,1;109,01320001622638
10000;0,5;24997428,3;217,98524414892552;30953,3;231,4716445317271;0,2757333620996596;0,02260668412896348;0,116499934627158;0,015137726109030582;0,1592334274725016;0,018718329034432633;42,887402616810434;25,32143111754784;0,7069935330720035;0,06378151191228386;3;0,6666666666666666;6957,1;148,17290950477795;4,3;0,48304589153964794;1;0,0;0;0,0;293,1;113,84633893493847;292,1;113,84633893493847;10203,7;78,37665468747694;203,7;78,37665468747693;227;95,50799850157985
10000;0,75;35522247,2;3894277,2863242063;31244,4;365,05074228721196;0,2536950676105387;0,019375818883144512;0,1096698893372624;0,015962634054228313;0,1440251782732762;0,007498513201254884;1629,937988853253;2340,519510389542;0,7922653280888647;0,17375847732994817;1,4;0,5163977794943222;8212;895,7953635364124;2,8;1,398411797560202;835,2;1461,5931034320051;0,3;0,48304589153964794;101,7;89,74538056821271;100,7;89,74538056821271;10074,5;68,42879510849215;74,5;68,42879510849215;98,3;88,22074585946324
