SHET
;;Stats;;;;;;;;Times;;;;;;Clique Tree;;;;;;;;;;;;;;;;;;;;;;;;;
n;k/n.;ncc;;randoms;;total;;edge_density;;t_ctree;;t_real_tree;;t_subtrees_2;;num;;num_edges;;max_clique_edge_distribution;;min_size;;max_size;;avg_size;;sum_size;;min_weight;;max_weight;;avg_weight;;sum_weight;;width;;height;
;;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std;mean;std
50;0,02;31,2;1,398411797560202;99;0,0;0,0009895362523861999;0,0001261947816348937;0,0213061224489797;0,00334262207109162;0,0004857729627577;6,366349149850829e-05;0,0003093858300403;5,671237333579232e-05;0,0001943774595882;6,168515676430822e-05;31,2;1,398411797560202;0;0,0;0,23286942892190268;0,04531486792012529;1;0,0;4;0,4714045207910317;1,6054844187143964;0,07243889744458698;50;0,0;0;0,0;0;0,0;0;0,0;0;0,0
50;0,1;2,1;1,1005049346146119;522,2;78,49812453527508;0,0034153628515794;0,0006769469786544934;0,3102040816326532;0,08226602363116546;0,000999299503781;0,000283896736531458;0,0003512722267588;8,010889102817244e-05;0,0020647911210398;0,0004261797501842405;9;2,3570226039551585;6,9;2,183269719175042;0,43965026925541945;0,1274059925218507;3,4;2,0110804171997807;18,6;4,033195589934446;10,123474025974026;2,877612725842782;86,1;12,187881048174225;1,6;1,2649110640673518;10,4;3,6270588023294517;5,545833333333333;2,143282824414944;36,1;12,187881048174225;2,6;0,5163977794943222;2,7;0,9486832980505138
50;0,2;1,1;0,31622776601683794;1036,4;142,06117618046733;0,0066837990108394;0,0011531793307997817;0,6720816326530613;0,17924272396167684;0,0018870726358594;0,0004894717281694757;0,0005489268616402999;0,0007419785858623862;0,0042477995133394005;0,000351612459433977;5,1;1,7919573407620817;4;1,7638342073763937;0,5975442923753048;0,21034712940759445;17,8;12,30898497485114;31,8;9,554521907918202;24,613809523809525;9,853944526235546;111,6;30,372502183535833;9,555555555555555;4,156654637779975;21,555555555555557;6,064468466220084;13,993333333333334;6,404204830123162;61,6;30,372502183535833;2,1;0,9944289260117531;2,5;1,0801234497346435
50;0,32;1;0,0;1698,8;215,24239565868265;0,0158480100718522;0,007774390712987213;0,8568979591836734;0,05941582430383105;0,0044165740409482;0,0032898376056615525;0,000356256264184;8,556981056953343e-05;0,011075179766719699;0,006161212633389514;4,2;1,0327955589886444;3,2;1,0327955589886444;0,7121075757471189;0,11533514483667506;22,6;8,99629553390357;39,1;4,2282121254470875;31,575;4,199031707900122;129,7;20,774182695515766;19,5;7,397447007057382;32,3;5,313504806936128;25,65;4,441978482557763;79,7;20,774182695515766;1,9;0,8755950357709131;2,2;1,0327955589886444
50;0,48;1;0,0;2537,6;394,72527717951436;0,0157156258448966;0,0023033263782205027;0,948;0,08312384052219238;0,0036495443360854;0,000703095678512358;0,0003436937588927;9,253687978561512e-05;0,0117223877499186;0,0020938911243536785;2,5;0,8498365855987975;1,5;0,8498365855987975;0,8965740992721601;0,1027737056337688;34,9;11,308305698811727;46,1;4,332051092342595;41,141666666666666;6,942227423884805;98,5;24,181030214244846;30,333333333333332;12,072696467649637;38,44444444444444;7,3673453684334484;31,066666666666666;13,658127413538228;48,5;24,181030214244846;1,2;0,6324555320336759;1,2;0,6324555320336759
100;0,04;5,3;0,6749485577105528;793,4;39,584508754477845;0,0085114728445062;0,006242611411704781;0,1133939393939393;0,01403424196020772;0,0021437847005071;0,0011971503981147561;0,0017798816939719;0,0031141412425072265;0,0045878064500271005;0,00322970291909125;20,2;2,780887148615228;14,9;3,0349812373573437;0,22046868527154248;0,06260817365387797;3,1;0,5676462121975467;16,1;2,7264140062238043;8,156905075600728;1,0166071917885005;162,3;7,149980574954188;1,2;0,4216370213557839;8,6;1,3498971154211057;4,304442596876807;0,7413838922988427;62,3;7,149980574954188;3,4;0,5163977794943222;4,1;1,1005049346146119
100;0,1;1,1;0,31622776601683794;2182,6;365,4814784788842;0,0164233250220526;0,004384139310730715;0,4961010101010101;0,15536677366575435;0,0041121039738481;0,0009618992067168537;0,0010635116571855;0,0004940366632680152;0,0112477093910189;0,004406100530630017;8,7;3,198958163736021;7,6;3,238655413730965;0,5622533339700165;0,17632796514122945;15,4;9,465727652959385;52,7;15,42760872951836;29,034848484848485;9,989345851085481;229,4;46,652855099006416;10,7;8,014570065407959;29,9;7,622335600063802;19,051233766233768;7,855516476576969;129,4;46,652855099006416;2,2;0,6324555320336759;4;1,699673171197595
100;0,22;1;0,0;4436,8;787,2480619926042;0,034852554421592304;0,01221259499571827;0,7597979797979799;0,14581272149195998;0,0075968678397132;0,0017612376370627321;0,0008313784072381;0,0004615128852086288;0,0264243081746408;0,01183854467476327;5,8;2,780887148615228;4,8;2,780887148615228;0,6890781054203204;0,16835137088493493;27,6;25,05638086839802;72,3;14,92239182496485;52,022222222222226;16,14262402738873;267,9;78,83661022083021;21,7;24,83299776059624;56;14,742229591663987;40,02162698412698;15,476318523924217;167,9;78,83661022083021;2,6;1,2649110640673518;2,5;1,35400640077266
100;0,33;1;0,0;8008,6;1481,328172808293;0,057074260792148;0,013739504402075865;0,945919191919192;0,08004358062012192;0,0142368687682463;0,005960205720881031;0,0009254265107095;0,0004404227192593149;0,0419119655131921;0,01018212757131933;3,7;2,6687491868330793;2,7;2,6687491868330793;0,8983993818068065;0,11166609973246404;60,3;28,488009173451672;92,2;9,542885657214313;77,12333333333333;17,87340979717574;250,2;120,18208407800779;53,888888888888886;26,231872047398962;73,66666666666667;16,688319268278637;57,330555555555556;27,410968393539196;150,2;120,18208407800779;1,8;1,1352924243950935;1,4;0,8432740427115678
100;0,49;1;0,0;9776,8;1503,5621259750683;0,0644173182328381;0,013464028112933795;0,9517575757575758;0,043231882687582;0,0145004765559072;0,0032827523071733604;0,002108589203346;0,0040732173838076416;0,0478082524735847;0,011164532411536716;3,4;1,07496769977314;2,4;1,07496769977314;0,8342284335896134;0,09496059161293345;66,9;18,36935854441666;89,1;6,806043066438988;79,12833333333333;10,273620931153584;263,4;72,39582553956792;62,9;18,728765753958978;76;9,428090415820634;70,075;13,113726787107987;163,4;72,39582553956792;1,7;0,6749485577105528;1,7;0,8232726023485646
500;0,02;2,2;1,2292725943057183;10327,2;593,1673550618839;0,0724833683353861;0,009267393706612153;0,1031599198396792;0,015287057612778598;0,0212822494531212;0,006410610080867523;0,0038766935486073003;0,0016725711005591791;0,0473244253336576;0,004201630368328224;45,2;3,852848873813304;43;3,8297084310253524;0,19857257789736876;0,07603644801287676;7,6;2,3664319132398464;71,2;16,90364852134986;27,04871890371215;3,193144672193591;1213,4;81,6009259206727;2,6;1,776388345929897;39,9;7,8662429264406635;16,697237038625662;2,370875173820053;713,4;81,60092592067268;4,5;0,5270462766947299;7,7;1,0593499054713802
